text,player_id,role,message_num,message_irrelevant,time_stamp,trial_id
With little loops in it?,3,matcher,16,FALSE,NA,23
Yes.,23,describer,17,FALSE,NA,23
Okay.,3,matcher,18,FALSE,NA,23
Alright?,23,describer,19,FALSE,NA,23
Okay.,3,matcher,20,FALSE,NA,23
Number four. Are you—did you get number three?,23,describer,21,FALSE,NA,23
Yes.,3,matcher,22,FALSE,NA,23
Number three has a bigger weave than all the other baskets.,24,describer,1,FALSE,NA,24
Okay.,4,matcher,2,FALSE,NA,24
It looks sort of like a circle.,24,describer,3,FALSE,NA,24
"Okay, and does it have holes in it?",4,matcher,4,FALSE,NA,24
Yes.,24,describer,5,FALSE,NA,24
Visible holes?,4,matcher,6,FALSE,NA,24
"Yes, visible holes.",24,describer,7,FALSE,NA,24
Okay.,4,matcher,8,FALSE,NA,24
"Alright, the third basket has a handle. There are spaces in between the weavings; they are wide.",25,describer,1,FALSE,NA,25
Mm-hmm.,5,matcher,2,FALSE,NA,25
"The weavings are not tight, and it looks like there is a black object inside of it.",25,describer,3,FALSE,NA,25
"Uh-huh, I understand.",5,matcher,4,FALSE,NA,25
The third one has a handle.,26,describer,1,FALSE,NA,26
Uh-huh.,6,matcher,2,FALSE,NA,26
"The pattern looks like it is criss-crossing, like it is overlapping. It is like a circle.",26,describer,3,FALSE,NA,26
Mm-hmm.,6,matcher,4,FALSE,NA,26
It has a handle. It has no top. There is no top with it.,26,describer,5,FALSE,NA,26
A circle with a handle?,6,matcher,6,FALSE,NA,26
Yes. It is not one of the handles with a top. It has no top on it.,26,describer,7,FALSE,NA,26
No top at all?,6,matcher,8,FALSE,NA,26
"No, it is a circle. It is the only one that looks like a circle with a handle.",26,describer,9,FALSE,NA,26
With no handle?,6,matcher,10,FALSE,NA,26
"No, it has a handle. It is the only one of the handles that is circular with no top.",26,describer,11,FALSE,NA,26
"Okay, let me see. Um…",6,matcher,12,FALSE,NA,26
The pattern looks like it is criss-crossing.,26,describer,13,FALSE,NA,26
With no top?,6,matcher,14,FALSE,NA,26
With no top.,26,describer,15,FALSE,NA,26
And it is round?,6,matcher,16,FALSE,NA,26
"Yes, and it has a handle.",26,describer,17,FALSE,NA,26
"Hmm, this is hard. Does it have a kind of green color in it?",6,matcher,18,FALSE,NA,26
"No, there is no green. It is just all brown, like straw.",26,describer,19,FALSE,NA,26
Mm-hmm.,6,matcher,20,FALSE,NA,26
Do you have it?,26,describer,21,FALSE,NA,26
The one I see has a handle.,6,matcher,22,FALSE,NA,26
"Yes, it has a handle, and it is circular.",26,describer,23,FALSE,NA,26
Is it oval or circular?,6,matcher,24,FALSE,NA,26
It is more like an oval.,26,describer,25,FALSE,NA,26
"I do not know. I guess. Alright, next one.",6,matcher,26,FALSE,NA,26
"Okay. Number three is that this time the basket is bigger than the handle, but not by much. The handle is circular again. It is interwoven and has a sort of brownish color. You can see large spaces between each piece of wood, so you can actually see the white background through it. The bottom is darker.",27,describer,1,FALSE,NA,27
Okay.,7,matcher,2,FALSE,NA,27
"It has a handle, right?",27,describer,3,FALSE,NA,27
Yes.,7,matcher,4,FALSE,NA,27
Yes. The third one is a... I do not know how to describe it. Oh man...,28,describer,1,FALSE,NA,28
Is it big or small?,8,matcher,2,FALSE,NA,28
Uh... it is probably medium.,28,describer,3,FALSE,NA,28
Does it have a handle on it?,8,matcher,4,FALSE,NA,28
"Yes, it has a handle, and the wicker is thick on it—like the thickest wicker.",28,describer,5,FALSE,NA,28
"Is it really brown, or light brown?",8,matcher,6,FALSE,NA,28
"Yes, like light brown. And it has big holes in it.",28,describer,7,FALSE,NA,28
I think it is this one. The next one.,8,matcher,8,FALSE,NA,28
"OK, the third one is wider; it is a bit wider and round, and it also has a handle, but the handle is shorter. It is not like the second one.",29,describer,1,FALSE,NA,29
Is there a cover on it?,9,matcher,2,FALSE,NA,29
"No, there is no cover on it.",29,describer,3,FALSE,NA,29
No cover. OK. Can you see through it? Are there big holes?,9,matcher,4,FALSE,NA,29
"Yes, there are big holes; you can see through it, and they are in the form of ovals and are knotted together.",29,describer,5,FALSE,NA,29
What color is it? Is it darker or lighter?,9,matcher,6,FALSE,NA,29
"It is a light, kind of brownish color, and the bottom has dark spots.",29,describer,7,FALSE,NA,29
OK. I think I have it.,9,matcher,8,FALSE,NA,29
"Number three is a circular one, and it has a crisscross basket pattern.",30,describer,1,FALSE,NA,30
Does this one have a handle?,10,matcher,2,FALSE,NA,30
"Yes, it does. One part goes straight, and the rest of them crisscross. It is the most circular one.",30,describer,3,FALSE,NA,30
"It has a handle, right?",10,matcher,4,FALSE,NA,30
Yes.,30,describer,5,FALSE,NA,30
Is the handle straight on the top and then rounded at the corners or something?,10,matcher,6,FALSE,NA,30
What do you mean?,30,describer,7,FALSE,NA,30
I am referring to the handle.,10,matcher,8,FALSE,NA,30
"No, it is a round handle. The shape is like a bowl, but the texture is crisscrossed.",30,describer,9,FALSE,NA,30
And it does not have a lid?,10,matcher,10,FALSE,NA,30
"No, it does not.",30,describer,11,FALSE,NA,30
Is it a lightish brown color?,10,matcher,12,FALSE,NA,30
"Yes, and it is a little bit black inside.",30,describer,13,FALSE,NA,30
"And it is circular, correct?",10,matcher,14,FALSE,NA,30
Yes.,30,describer,15,FALSE,NA,30
"Okay, I understand.",10,matcher,16,FALSE,NA,30
"If you go along the whole thing, the next one is a very tight weave, without a handle. It is a very large bowl. Let me see. There is nothing else. The bottom looks like a solid piece of, I guess, bamboo or whatever they used to mix it together.",21,describer,1,FALSE,NA,31
Mm-hmm.,1,matcher,2,FALSE,NA,31
"And it is very large compared to the others. It just looks like a large bowl. It has a tight weave, and it is all a uniform tan color. There are some spaces that look like a darker color, a brown.",21,describer,3,FALSE,NA,31
Alright.,1,matcher,4,FALSE,NA,31
That is about it for that one.,21,describer,5,FALSE,NA,31
"Alright, I got that one. The next one?",1,matcher,6,FALSE,NA,31
"The fourth one is one of the largest baskets in the picture. It is stitched very closely, with the weaving crossing very tightly.",22,describer,1,FALSE,NA,32
Okay.,2,matcher,2,FALSE,NA,32
"It is oval shaped—actually, more round shaped.",22,describer,3,FALSE,NA,32
Okay. Does it have handles on it?,2,matcher,4,FALSE,NA,32
It does not have handles.,22,describer,5,FALSE,NA,32
No handles.,2,matcher,6,FALSE,NA,32
It is very circular.,22,describer,7,FALSE,NA,32
Did number one have handles on each end?,2,matcher,8,FALSE,NA,32
"No, number one had one handle in the middle.",22,describer,9,FALSE,NA,32
Okay. This one has no handles at all?,2,matcher,10,FALSE,NA,32
It has no handles at all.,22,describer,11,FALSE,NA,32
"Alright, I understand.",2,matcher,12,FALSE,NA,32
"And it is very big, and quite deep.",22,describer,13,FALSE,NA,32
Okay. Go to number five.,2,matcher,14,FALSE,NA,32
"Alright, number four is kind of big. It is circular in shape. You can see the inside of it, but not the bottom. It is very large and just plain, dark brown. I do not know—",23,describer,1,FALSE,NA,33
Does it have really small handles on either side?,3,matcher,2,FALSE,NA,33
"No, it has no handles.",23,describer,3,FALSE,NA,33
No handles at all?,3,matcher,4,FALSE,NA,33
"No, it does not. It is dark brown. It is very dark.",23,describer,5,FALSE,NA,33
Okay. It is dark brown. It kind of looks like it has a deep inside.,3,matcher,6,FALSE,NA,33
"Yes, it is very deep.",23,describer,7,FALSE,NA,33
Okay.,3,matcher,8,FALSE,NA,33
"Okay, number four is probably the most tightly woven one. It has no handle.",24,describer,1,FALSE,NA,34
"Um, okay. Does it look like a beehive?",4,matcher,2,FALSE,NA,34
Yes.,24,describer,3,FALSE,NA,34
Okay. (laughs),4,matcher,4,FALSE,NA,34
Okay. The next one has no handle. It is very wide and can probably hold a lot of things. (Laughs.) Is it woven tightly?,25,describer,1,FALSE,NA,35
Okay.,5,matcher,2,FALSE,NA,35
"There is a border around the top of it, because it has an edge, whereas some of them do not.",25,describer,3,FALSE,NA,35
Does it have a design in it?,5,matcher,4,FALSE,NA,35
"No, there is not really a design. It is just tightly woven. You could not stick your finger through any of the weavings.",25,describer,5,FALSE,NA,35
"Okay, and no handle, right?",5,matcher,6,FALSE,NA,35
No handle.,25,describer,7,FALSE,NA,35
"Okay, I understand.",5,matcher,8,FALSE,NA,35
"Okay, the fourth one is an oval shape. It is kind of big. It has no handle on it. The pattern is close to the—",26,describer,1,FALSE,NA,36
Mm-hmm. Is it kind of brown?,6,matcher,2,FALSE,NA,36
Yes.,26,describer,3,FALSE,NA,36
Alright.,6,matcher,4,FALSE,NA,36
Is it round? Okay. That's number three. Number four is a basket without a handle.,27,describer,1,FALSE,NA,37
Hmm.,7,matcher,2,FALSE,NA,37
"It's rather large. It is, um, a brown color.",27,describer,3,FALSE,NA,37
Mm-hmm.,7,matcher,4,FALSE,NA,37
A darker brown.,27,describer,5,FALSE,NA,37
Mm-hmm.,7,matcher,6,FALSE,NA,37
"It is woven again. You can see that it is sort of, um...",27,describer,7,FALSE,NA,37
Does it have handles on the sides?,7,matcher,8,FALSE,NA,37
"No, there are no handles. It is very simple.",27,describer,9,FALSE,NA,37
Does it look like a big cup or something?,7,matcher,10,FALSE,NA,37
"Yes, like a big, uneven cup, something like that.",27,describer,11,FALSE,NA,37
"Oh, okay.",7,matcher,12,FALSE,NA,37
Do you think you have it?,27,describer,13,FALSE,NA,37
Yes.,7,matcher,14,FALSE,NA,37
"Alright. It is sort of like wood. There is a strong piece of wood on the top, from which things are woven downward.",27,describer,15,FALSE,NA,37
Mm-hmm.,7,matcher,16,FALSE,NA,37
Do you know what I mean?,27,describer,17,FALSE,NA,37
Yes.,7,matcher,18,FALSE,NA,37
The fourth one is a round one.,28,describer,1,FALSE,NA,38
It is round?,8,matcher,2,FALSE,NA,38
It has no lid.,28,describer,3,FALSE,NA,38
No lid?,8,matcher,4,FALSE,NA,38
And there are no holes in the wicker.,28,describer,5,FALSE,NA,38
"It is brown—it is, um, wide, right? Like, a little wide?",8,matcher,6,FALSE,NA,38
Yes.,28,describer,7,FALSE,NA,38
Alright.,8,matcher,8,FALSE,NA,38
Alright. Do you think you have it?,28,describer,9,FALSE,NA,38
Yes.,8,matcher,10,FALSE,NA,38
"Okay, number four. Now, that's a big one. It's just wide, it has a big opening, and it has no handle.",29,describer,1,FALSE,NA,39
Okay. Does it have two little carrying handles on each end?,9,matcher,2,FALSE,NA,39
"No, it does not. It has no cover, though.",29,describer,3,FALSE,NA,39
"Okay. There's nothing on the ends to carry it with, you said?",9,matcher,4,FALSE,NA,39
"No, nothing at all.",29,describer,5,FALSE,NA,39
"Oh. Okay, I got it.",9,matcher,6,FALSE,NA,39
"Alright, number four does not have a lid, and it is wide. It is a circle, and it has really tiny, like, the sewing things? It is really tiny, and it is the widest one. It looks like it will be the biggest one.",30,describer,1,FALSE,NA,40
Does it have the handles on it?,10,matcher,2,FALSE,NA,40
"No, nothing. It is just like a bowl.",30,describer,3,FALSE,NA,40
"Okay, I understand.",10,matcher,4,FALSE,NA,40
"The next one is a small basket with a wide weave, and it has a red weave running through the whole thing.",21,describer,1,FALSE,NA,41
Do you mean a red ribbon?,1,matcher,2,FALSE,NA,41
Yes.,21,describer,3,FALSE,NA,41
"Yes, I have that one.",1,matcher,4,FALSE,NA,41
Okay.,21,describer,5,FALSE,NA,41
Okay. Five has a red ribbon around it.,22,describer,1,FALSE,NA,42
"Okay, go ahead.",2,matcher,2,FALSE,NA,42
Six.,22,describer,3,FALSE,NA,42
Is that okay? Number five is the one with the red ribbon in it.,23,describer,1,FALSE,NA,43
Okay.,3,matcher,2,FALSE,NA,43
"It is a small basket with a red ribbon at the top, but there are no handles.",23,describer,3,FALSE,NA,43
Okay.,3,matcher,4,FALSE,NA,43
"Okay. Number five is just a small item, and it has red interwoven with it.",24,describer,1,FALSE,NA,44
"And it has no handles, correct?",4,matcher,2,FALSE,NA,44
No handles.,24,describer,3,FALSE,NA,44
Okay.,4,matcher,4,FALSE,NA,44
"Alright. The next one is a short basket with no handle, and a red ribbon woven through the top of it.",25,describer,1,FALSE,NA,45
"Okay, I understand.",5,matcher,2,FALSE,NA,45
The fifth one—it looks like it has a red string around it.,26,describer,1,FALSE,NA,46
Mm-hmm. I have seen it.,6,matcher,2,FALSE,NA,46
"Alright. Go to the next one. The next one is a basket without a handle, which is interwoven again. It is just like number three, which had spaces in between them. This one has spaces too, but it just does not have a handle. It is slightly smaller. It has a red ribbon going through the top of it.",27,describer,1,FALSE,NA,47
Okay.,7,matcher,2,FALSE,NA,47
Got it? Do you have that one?,27,describer,3,FALSE,NA,47
Yes.,7,matcher,4,FALSE,NA,47
"Alright, five is somewhat like three, but without a handle. It has holes in the wicker, and it has a red loop.",28,describer,1,FALSE,NA,48
"Yes, I understand. I have that one.",8,matcher,2,FALSE,NA,48
"Do you understand? Okay, number five. That is a small one. It has a pink ribbon going around it, and it has openings. It is clear, and you can see right through it.",29,describer,1,FALSE,NA,49
Does it have handles?,9,matcher,2,FALSE,NA,49
"No, it does not have handles.",29,describer,3,FALSE,NA,49
"Okay, I understand.",9,matcher,4,FALSE,NA,49
"Alright. Number five has a pink ribbon going around it. It is small, and it also has the same crisscross pattern as number three.",30,describer,1,FALSE,NA,50
Uh-huh.,10,matcher,2,FALSE,NA,50
And...,30,describer,3,FALSE,NA,50
And it gets smaller as it goes towards the bottom?,10,matcher,4,FALSE,NA,50
"Yes, exactly.",30,describer,5,FALSE,NA,50
"Alright, I understand.",10,matcher,6,FALSE,NA,50
"The next one is a tan bowl that looks very much like solid beading, but it has some green in it on the other side.",21,describer,1,FALSE,NA,51
"All right, I have that. Next one.",1,matcher,2,FALSE,NA,51
Six has a green lining in the back.,22,describer,1,FALSE,NA,52
"Okay, go ahead.",2,matcher,2,FALSE,NA,52
"Alright. Number six is pretty easy. It is the one that is triangular and green, with designs inside.",23,describer,1,FALSE,NA,53
There is green inside of it?,3,matcher,2,FALSE,NA,53
"Yes, there are green triangles inside.",23,describer,3,FALSE,NA,53
Okay.,3,matcher,4,FALSE,NA,53
And number five—it has sort of a—,24,describer,1,FALSE,NA,54
Number five or six?,4,matcher,2,FALSE,NA,54
Six.,24,describer,3,FALSE,NA,54
Six. Okay.,4,matcher,4,FALSE,NA,54
"Okay. It has no handle, and it has a sort of zig-zag pattern in the space.",24,describer,5,FALSE,NA,54
Is it green?,4,matcher,6,FALSE,NA,54
"Yes, it is. Mm-hmm.",24,describer,7,FALSE,NA,54
Okay.,4,matcher,8,FALSE,NA,54
"Okay. This next basket appears to have a design that is somewhat Mexican in style. The top of it is very tightly woven, but there is a hole right in the center between the top and the bottom, where there is a kind of zig-zag pattern. There is green in the background—I am not sure if that is just on my sheet, but it is probably the background.",25,describer,1,FALSE,NA,55
It has a triangular shape...,5,matcher,2,FALSE,NA,55
"Yes, yes. It looks like a salsa dish or something similar.",25,describer,3,FALSE,NA,55
Okay.,5,matcher,4,FALSE,NA,55
Okay. The sixth one is a goldish color. Does it have a green background?,26,describer,1,FALSE,NA,56
"Yes, but it does not have a cover, right?",6,matcher,2,FALSE,NA,56
"No, it does not have a cover.",26,describer,3,FALSE,NA,56
Alright.,6,matcher,4,FALSE,NA,56
"Basket number six, I believe, is the last one without a handle. It has a sort of green line through it.",27,describer,1,FALSE,NA,57
"Oh, okay.",7,matcher,2,FALSE,NA,57
Do you see it? It is a golden-colored item.,27,describer,3,FALSE,NA,57
Yes.,7,matcher,4,FALSE,NA,57
"Alright. Six looks like four, but it has some kind of strange design in the middle of it.",28,describer,1,FALSE,NA,58
Does it have two little handles?,8,matcher,2,FALSE,NA,58
Yes.,28,describer,3,FALSE,NA,58
Yes.,8,matcher,4,FALSE,NA,58
With no lid?,28,describer,5,FALSE,NA,58
Yes. Seven?,8,matcher,6,FALSE,NA,58
"Okay, um, number six. Now, that is a light orange—kind of yellowish. It has green throughout; it has little triangles, like the figures.",29,describer,1,FALSE,NA,59
"Okay, I understand.",9,matcher,2,FALSE,NA,59
"Number six is a light gold basket, and it has triangles. It also has a greenish background.",30,describer,1,FALSE,NA,60
Is it circular on the bottom?,10,matcher,2,FALSE,NA,60
Yes.,30,describer,3,FALSE,NA,60
