condition_label,dataset_id,full_cite,short_cite,group_size,structure,language,game_id,room_num,stage_num,option_set,target,trial_num,rep_num,exclude,exclusion_reason,action_type,player_id,role,time_stamp,age,gender,text,message_number,message_irrelevant,choice_id
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,6,1,FALSE,,message,10_describer,describer,,8,unknown,Person who's carrying like a bowl or something,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,6,1,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,8,1,FALSE,,message,10_describer,describer,,8,unknown,A person who looks like they're walking away,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,8,1,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,9,1,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're jumping with one arm up like this,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,9,1,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,10,1,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're sitting in a chair,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,10,1,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,11,1,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're about to run,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,11,1,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,12,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're sitting down,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,12,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,13,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're holding a bowl close to them,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,13,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,14,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're jumping,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,14,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,15,2,FALSE,,message,10_describer,describer,,8,unknown,Person who is like looks like they're sort of,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,15,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,17,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're a mom doing yoga,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,17,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,19,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're holding the bowl out,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,19,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,20,2,FALSE,,message,10_describer,describer,,8,unknown,person who's an sticking their butt out,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,20,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,21,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're sort of running away,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,21,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,22,2,FALSE,,message,10_describer,describer,,8,unknown,a person who's walking away with their head down,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,22,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,23,2,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're kneeling down in prayer,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,23,2,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,24,3,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're jumping like this ah,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,24,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,25,3,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're like this,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,25,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,26,3,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're sitting in a chair,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,26,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,27,3,FALSE,,message,10_describer,describer,,8,unknown,This is a good one person who looks like they're doing this,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,27,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,29,3,FALSE,,message,10_describer,describer,,8,unknown,Person who's sticking their butt out again,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,29,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,30,3,FALSE,,message,10_describer,describer,,8,unknown,a person who's sitting down holding a bowl of soup,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,30,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,31,3,FALSE,,message,10_describer,describer,,8,unknown,Person who looks like they're walking away with their head down,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,31,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,32,3,FALSE,,message,10_describer,describer,,8,unknown,person not laying down,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,32,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,34,3,FALSE,,message,10_describer,describer,,8,unknown,Person who's laying down with their leg in the air,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,34,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,35,3,FALSE,,message,10_describer,describer,,8,unknown,a person with a square head triangle foot Holding a triangle.,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,35,3,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,37,4,FALSE,,message,10_describer,describer,,8,unknown,"Person doing this, whee",1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,E1;unk1,E1,37,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,38,4,FALSE,,message,10_describer,describer,,8,unknown,Person holding a bowl of soup again,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,H1;unk1,H1,38,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,39,4,FALSE,,message,10_describer,describer,,8,unknown,sitting down,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,G1;unk1,G1,39,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,40,4,FALSE,,message,10_describer,describer,,8,unknown,Running away,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,A1;unk1,A1,40,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,41,4,FALSE,,message,10_describer,describer,,8,unknown,Leg up,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,D1;unk1,D1,41,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,42,4,FALSE,,message,10_describer,describer,,8,unknown,Dabbing,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,F1;unk1,F1,42,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,43,4,FALSE,,message,10_describer,describer,,8,unknown,Walking away,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,B1;unk1,B1,43,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,44,4,FALSE,,message,10_describer,describer,,8,unknown,laying down in prayer,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,C1;unk1,C1,44,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,45,4,FALSE,,message,10_describer,describer,,8,unknown,Sticking their butt out,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,K1;unk1,K1,45,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,47,4,FALSE,,message,10_describer,describer,,8,unknown,Holding a bowl of soup out,1,FALSE,
adult-child,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,10,1,1,I1;unk1,I1,47,4,FALSE,,selection,10_matcher,matcher,,8,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,G1;unk1,G1,1,1,FALSE,,message,101_describer,describer,,-1,unknown,the strange tower with a crooked on top,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,G1;unk1,G1,1,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,F1;unk1,F1,2,1,FALSE,,message,101_describer,describer,,-1,unknown,the thing that has a triangle at the top with a square on the side,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,F1;unk1,F1,2,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,H1;unk1,H1,4,1,FALSE,,message,101_describer,describer,,-1,unknown,the one that looks like a person standing up with the arms,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,H1;unk1,H1,4,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,I1;unk1,I1,5,1,FALSE,,message,101_describer,describer,,-1,unknown,the person that looks like they're holding a glass of champagne,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,I1;unk1,I1,5,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,C1;unk1,C1,6,1,FALSE,,message,101_describer,describer,,-1,unknown,the person who looks like they're kneeling on the ground,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,C1;unk1,C1,6,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,A1;unk1,A1,7,1,FALSE,,message,101_describer,describer,,-1,unknown,the person that looks like they're running,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,A1;unk1,A1,7,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,D1;unk1,D1,8,1,FALSE,,message,101_describer,describer,,-1,unknown,the one that looks like a person lying on the ground with a leg up in the air,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,D1;unk1,D1,8,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,K1;unk1,K1,9,1,FALSE,,message,101_describer,describer,,-1,unknown,the person that looks like they're slightly bent,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,K1;unk1,K1,9,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,B1;unk1,B1,10,1,FALSE,,message,101_describer,describer,,-1,unknown,the person who is walking,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,B1;unk1,B1,10,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,E1;unk1,E1,11,1,FALSE,,message,101_describer,describer,,-1,unknown,the person that looks like they might be sitting down,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,E1;unk1,E1,11,1,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,C1;unk1,C1,12,2,FALSE,,message,101_describer,describer,,-1,unknown,the person that's bent over on the ground,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,C1;unk1,C1,12,2,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,E1;unk1,E1,13,2,FALSE,,message,101_describer,describer,,-1,unknown,"the person, like you described earlier, who seems to be lying on the ground with both legs pointing in one direction",1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,E1;unk1,E1,13,2,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,H1;unk1,H1,15,2,FALSE,,message,101_describer,describer,,-1,unknown,the person that has their arms extended,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,H1;unk1,H1,15,2,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,I1;unk1,I1,16,2,FALSE,,message,101_describer,describer,,-1,unknown,the person who is standing but slightly bent over holding that thing that looks like champagne,1,FALSE,
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,I1;unk1,I1,16,2,FALSE,,selection,101_matcher,matcher,,-1,unknown,,,,timed_out
adult-adult,leung2024_scaffolding,"Leung, A., Yurovsky, D., & Hawkins, R. D. (2024)...",Leung et al. (2024),2,thick,English,101,1,1,B1;unk1,B1,18,2,FALSE,,message,101_describer,describer,,-1,unknown,the person that's walking with their head down,1,FALSE,
