text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
what do i look for,27,matcher,1,FALSE,NA,83
arrow left,24,describer,1,FALSE,NA,84
what to look,27,matcher,1,FALSE,NA,85
arrow on left,24,describer,1,FALSE,NA,86
arrow on left,24,describer,1,FALSE,NA,87
Arrow on left,25,describer,1,FALSE,NA,88
arrow on left,24,describer,1,FALSE,NA,89
Arrow on left,25,describer,1,FALSE,NA,90
Arrow on left,25,describer,1,FALSE,NA,91
arrow on left,24,describer,1,FALSE,NA,92
Arrow on the right,25,describer,1,FALSE,NA,93
arrow on the right,24,describer,1,FALSE,NA,94
clue,26,matcher,2,FALSE,NA,11
arrow on top,14,describer,1,FALSE,NA,95
arrow on top of rectangle with two legs on bottom,14,describer,1,FALSE,NA,96
arrow on top poimting up on rectA,21,describer,2,FALSE,NA,57
arrow on top with half square in the middle,26,describer,1,FALSE,NA,97
lolol,28,matcher,1,FALSE,NA,98
arrow on top with rectangle and one leg on left below,14,describer,1,FALSE,NA,99
arrow poinjting up on top of retangle leg to left bottom,21,describer,2,FALSE,NA,47
arrow pointing left,15,describer,1,FALSE,NA,100
what am I looking for,9,matcher,1,FALSE,NA,101
arrow pointing left,29,describer,1,FALSE,NA,102
arrow pointing left,29,describer,1,FALSE,NA,103
arrow pointing left on top of sideways m,21,describer,1,FALSE,NA,104
arrow pointing left on top two legs on bottom,14,describer,1,FALSE,NA,105
arrow pointing to left,15,describer,1,FALSE,NA,106
arrow pointing to the left,15,describer,1,FALSE,NA,107
arrow pointing to the left,29,describer,1,FALSE,NA,108
arrow pointing to the left,15,describer,1,FALSE,NA,109
arrow pointing to the left,29,describer,1,FALSE,NA,110
arrow pointing to the left,15,describer,1,FALSE,NA,111
arrow pointing up on fat rectangle with left leg on bottom,21,describer,1,FALSE,NA,112
arrow pointing up on top ofrectangle lefg to right,21,describer,1,FALSE,NA,113
arrow to the left,15,describer,1,FALSE,NA,114
arrow to the left,15,describer,1,FALSE,NA,115
arrow to the left,15,describer,1,FALSE,NA,116
Arrow to the left and rectangular on the right,25,describer,1,FALSE,NA,117
arrow to the right,24,describer,1,FALSE,NA,118
arrow to the right/boot,24,describer,1,FALSE,NA,119
arrow with visor pointing down another arrow,26,describer,1,FALSE,NA,120
Arrows on both sides,25,describer,1,FALSE,NA,121
at the bottom,10,describer,1,FALSE,NA,122
b,12,describer,1,FALSE,NA,123
b,12,describer,1,FALSE,NA,124
b,12,describer,1,FALSE,NA,125
b,12,describer,1,FALSE,NA,126
b backwards,12,describer,1,FALSE,NA,127
"B top left, E top right",19,describer,1,FALSE,NA,128
B with rectangle in centre,11,describer,1,FALSE,NA,129
"b, 6 spikes",11,describer,1,FALSE,NA,130
backwards b,12,describer,1,FALSE,NA,131
backwards b with white space and 4 spikes,11,describer,1,FALSE,NA,132
bat man on leg,18,describer,1,FALSE,NA,133
?,17,matcher,1,FALSE,NA,134
batman,23,describer,1,FALSE,NA,135
batman,7,describer,1,FALSE,NA,136
batman,7,describer,1,FALSE,NA,137
batman,7,describer,1,FALSE,NA,138
hi,2,matcher,1,FALSE,NA,139
batman hat on A,6,describer,1,FALSE,NA,140
batman hat on w,6,describer,1,FALSE,NA,141
batman head on a leg,6,describer,1,FALSE,NA,142
Batman mask in the middle,23,describer,1,FALSE,NA,143
hi,2,matcher,1,FALSE,NA,144
batman mask in the middle,23,describer,1,FALSE,NA,145
batman on a leg,6,describer,1,FALSE,NA,146
batman on letter A,6,describer,1,FALSE,NA,147
batman on sideways A,18,describer,2,FALSE,NA,21
hi,6,matcher,1,FALSE,NA,148
batman on sideways b,6,describer,1,FALSE,NA,149
batman on spikey B,18,describer,2,FALSE,NA,10
batman on W,18,describer,1,FALSE,NA,150
batman on W,18,describer,1,FALSE,NA,151
"big gap of white space, 6 spikes",11,describer,1,FALSE,NA,152
what do I look for,9,matcher,1,FALSE,NA,153
big left claw,27,describer,1,FALSE,NA,154
big left claw,27,describer,1,FALSE,NA,155
big space not letter,12,describer,1,FALSE,NA,156
clue,26,matcher,1,FALSE,NA,157
"big space, 6 spikes",11,describer,1,FALSE,NA,158
KEEP IT SIMPLE PLEASE,1,matcher,1,FALSE,NA,159
MAKING THIS HARDER THAN IT SHOULD BE,1,matcher,2,FALSE,NA,159
big vase laying on the side,17,describer,1,FALSE,NA,160
"big white space, no spikes",11,describer,1,FALSE,NA,161
bird,16,describer,1,FALSE,NA,162
bird,19,describer,1,FALSE,NA,163
bird,19,describer,2,FALSE,NA,52
bird,30,describer,1,FALSE,NA,164
hello,4,matcher,1,FALSE,NA,165
bird,19,describer,1,FALSE,NA,166
bird,30,describer,1,FALSE,NA,167
bird,19,describer,1,FALSE,NA,168
bird,16,describer,1,FALSE,NA,169
clue,2,matcher,1,FALSE,NA,170
bird,16,describer,1,FALSE,NA,171
bird,16,describer,1,FALSE,NA,172
what do i look for?,9,matcher,1,FALSE,NA,173
bird,16,describer,1,FALSE,NA,174
bird,19,describer,1,FALSE,NA,175
bird again,16,describer,1,FALSE,NA,176
bird again,30,describer,1,FALSE,NA,177
hi,26,matcher,1,FALSE,NA,178
bird and e,19,describer,1,FALSE,NA,179
hint,26,matcher,2,FALSE,NA,178
bird on a house,28,describer,1,FALSE,NA,180
clue,26,matcher,1,FALSE,NA,181
bird on house,19,describer,1,FALSE,NA,182
bird on the body of a perosn lol,19,describer,1,FALSE,NA,183
birdie 3,28,describer,1,FALSE,NA,184
what should I look for,9,matcher,1,FALSE,NA,185
birdie on a 3,19,describer,1,FALSE,NA,186
birdie on an E,28,describer,1,FALSE,NA,187
which one might it be?,31,matcher,2,FALSE,NA,17
black arrows pointing down and up,2,describer,1,FALSE,NA,188
blocked in letter M with diamond below and lots of points with two legs below,14,describer,1,FALSE,NA,189
blocked in m on top  pne leg to right very pointy shape,14,describer,1,FALSE,NA,190
boot,24,describer,1,FALSE,NA,191
clue?,2,matcher,1,FALSE,NA,192
boot,24,describer,1,FALSE,NA,193
Boot,25,describer,1,FALSE,NA,194
?,17,matcher,1,FALSE,NA,195
Boot,25,describer,1,FALSE,NA,196
Boot,25,describer,1,FALSE,NA,197
boot,24,describer,1,FALSE,NA,198
Boot,25,describer,1,FALSE,NA,199
Boot,25,describer,1,FALSE,NA,200
Is it the one that looks like an arrow to the right,24,matcher,1,FALSE,NA,201
boot,24,describer,1,FALSE,NA,202
boot,24,describer,1,FALSE,NA,203
please describe it,14,matcher,1,FALSE,NA,204
boot,24,describer,1,FALSE,NA,205
boot,24,describer,1,FALSE,NA,206
Boot,25,describer,1,FALSE,NA,207
Boot on the left,25,describer,1,FALSE,NA,208
"bottom half is a star, top half is a chimney",31,describer,1,FALSE,NA,209
?,17,matcher,1,FALSE,NA,210
bottom left,15,describer,1,FALSE,NA,211
bottom looks like  spaceship,32,describer,1,FALSE,NA,212
bottom looks like a hat and 3 shapes on top,32,describer,1,FALSE,NA,213
bottom looks like it could be the two ears,29,describer,1,FALSE,NA,214
bottom rectangle hanging far right,33,describer,1,FALSE,NA,215
bottom rectangle hanging far right,33,describer,1,FALSE,NA,216
bottom resembles a christmas tree and has something piercing through it,33,describer,1,FALSE,NA,217
number which,13,matcher,1,FALSE,NA,218
bottom right,13,describer,1,FALSE,NA,219
bow tie,4,describer,2,FALSE,NA,5
bow tie,4,describer,1,FALSE,NA,220
description please,8,matcher,1,FALSE,NA,221
bowtie,3,describer,1,FALSE,NA,222
broken vase,13,describer,1,FALSE,NA,223
broken vase,17,describer,1,FALSE,NA,224
what do I look for,9,matcher,1,FALSE,NA,225
broken vase,13,describer,1,FALSE,NA,226
broken vase,13,describer,1,FALSE,NA,227
broken vase,13,describer,1,FALSE,NA,228
broken vase,17,describer,1,FALSE,NA,229
broken vase with a missing white piece,17,describer,1,FALSE,NA,230
broken white triangle middle,8,describer,1,FALSE,NA,231
bull nose,29,describer,1,FALSE,NA,232
clue,2,matcher,1,FALSE,NA,233
?,2,matcher,2,FALSE,NA,233
bull nose,15,describer,1,FALSE,NA,234
ineed a description please,14,matcher,1,FALSE,NA,235
bull nose,15,describer,1,FALSE,NA,236
bull nose,29,describer,1,FALSE,NA,237
?,13,matcher,1,FALSE,NA,238
bull nose,15,describer,2,FALSE,NA,211
bull nose,29,describer,1,FALSE,NA,239
still lagging,6,matcher,1,FALSE,NA,240
bull nose,15,describer,1,FALSE,NA,241
letter A ?,6,matcher,2,FALSE,NA,240
bull nose?,29,describer,1,FALSE,NA,242
like a double hat ?,6,matcher,3,FALSE,NA,240
but not the two legged one,4,describer,1,FALSE,NA,243
chemny bon top of rectangle then leg on left,21,describer,1,FALSE,NA,244
chicken head lower left,1,describer,1,FALSE,NA,245
chimey on top of rectangle with two legs below,14,describer,1,FALSE,NA,246
chimney,30,describer,1,FALSE,NA,247
arrow to the left?,24,matcher,2,FALSE,NA,117
chimney,16,describer,1,FALSE,NA,248
chimney,16,describer,1,FALSE,NA,249
chimney,30,describer,1,FALSE,NA,250
chimney,30,describer,1,FALSE,NA,251
chimney,30,describer,1,FALSE,NA,252
chimney,16,describer,1,FALSE,NA,253
chimney,16,describer,1,FALSE,NA,254
chimney,30,describer,1,FALSE,NA,255
chimney,30,describer,1,FALSE,NA,256
chimney on top of pine tree on tree stand,30,describer,1,FALSE,NA,257
chimney on top pne leg to the right,14,describer,1,FALSE,NA,258
what do I look for,9,matcher,2,FALSE,NA,155
chimney on top rectangle then 2 legs on bottom,21,describer,1,FALSE,NA,259
chimney on top then rectangle leg to left,21,describer,1,FALSE,NA,260
chimney on top with 2 legs at bottom,21,describer,1,FALSE,NA,261
chimney one with two legs,10,describer,1,FALSE,NA,262
chimney optop of rectangle on top of letter M on its side,14,describer,1,FALSE,NA,263
clue,26,matcher,1,FALSE,NA,264
chimney/deer,30,describer,1,FALSE,NA,265
chiney and rectagle on top of a letter M which is on its side,14,describer,1,FALSE,NA,266
Chmney on top of rectangle on top of block with leg to the left,14,describer,1,FALSE,NA,267
christmas tree at the bottom,34,describer,1,FALSE,NA,268
christmas tree at the bottom,34,describer,1,FALSE,NA,269
christmas tree at the bottom,34,describer,1,FALSE,NA,270
christmas tree at the bottom,34,describer,1,FALSE,NA,271
yes,5,matcher,1,FALSE,NA,272
christmas tree at the bottom,34,describer,1,FALSE,NA,273
what look,27,matcher,1,FALSE,NA,274
christmas tree at the bottom,34,describer,1,FALSE,NA,275
christmas tree at the bottom,34,describer,1,FALSE,NA,276
christmas tree bottom,33,describer,1,FALSE,NA,277
christmas tree bottom,33,describer,1,FALSE,NA,278
christmas tree bottom,33,describer,1,FALSE,NA,279
christmas tree bottom and diamond on the left,33,describer,1,FALSE,NA,280
christmas tree bottom diamond on the left,33,describer,1,FALSE,NA,281
christmas tree bottom diamond on the right,33,describer,1,FALSE,NA,282
cos you were amazing,4,describer,2,TRUE,NA,243
lobster,7,matcher,1,FALSE,NA,283
anyone there? I suspect I am talking to myself,14,matcher,1,FALSE,NA,284
cross with a cap lying,13,describer,1,FALSE,NA,285
crown,5,describer,1,FALSE,NA,286
crown,35,describer,1,FALSE,NA,287
crown,35,describer,2,FALSE,NA,272
crown,30,describer,1,FALSE,NA,288
crown,35,describer,1,FALSE,NA,289
crown,16,describer,1,FALSE,NA,290
crown,5,describer,1,FALSE,NA,291
crown,5,describer,1,FALSE,NA,292
crown,30,describer,1,FALSE,NA,293
crown,30,describer,1,FALSE,NA,294
crown,5,describer,1,FALSE,NA,295
crown,35,describer,1,FALSE,NA,296
crown,16,describer,1,FALSE,NA,297
crown,16,describer,1,FALSE,NA,298
crown,35,describer,1,FALSE,NA,299
crown,5,describer,1,FALSE,NA,300
crown,5,describer,1,FALSE,NA,301
crown,16,describer,1,FALSE,NA,302
crown,35,describer,1,FALSE,NA,303
hi,6,matcher,1,FALSE,NA,304
crown,30,describer,1,FALSE,NA,305
crown,16,describer,1,FALSE,NA,306
crown,5,describer,1,FALSE,NA,307
crown,35,describer,1,FALSE,NA,308
crown,35,describer,1,FALSE,NA,309
cruising through this,4,describer,1,TRUE,NA,310
?,17,matcher,2,FALSE,NA,285
?,17,matcher,3,FALSE,NA,285
deer and bird,30,describer,1,FALSE,NA,311
deer wearing a crown!!,30,describer,1,FALSE,NA,312
deer wearing a funny hat with a diamond,30,describer,1,FALSE,NA,313
deer with bird,30,describer,1,FALSE,NA,314
deer with bird,30,describer,1,FALSE,NA,315
deer with chimney,30,describer,1,FALSE,NA,316
deer with chimney,30,describer,1,FALSE,NA,317
deer with crown,30,describer,1,FALSE,NA,318
deer with crown,30,describer,1,FALSE,NA,319
deer with diamond,30,describer,1,FALSE,NA,320
diamond at the bottom?,32,matcher,1,FALSE,NA,321
deer with diamond,30,describer,1,FALSE,NA,322
diagonal shape,10,describer,1,FALSE,NA,323
diamond,4,describer,1,FALSE,NA,324
diamond,4,describer,2,FALSE,NA,34
diamond,3,describer,1,FALSE,NA,325
diamond,30,describer,1,FALSE,NA,326
Diamond,4,describer,1,FALSE,NA,327
?,13,matcher,2,FALSE,NA,160
diamond,3,describer,1,FALSE,NA,328
diamond,16,describer,1,FALSE,NA,329
diamond,16,describer,1,FALSE,NA,330
Lagging again,25,matcher,1,FALSE,NA,331
diamond,30,describer,1,FALSE,NA,332
diamond,16,describer,1,FALSE,NA,333
diamond,16,describer,1,FALSE,NA,334
diamond,4,describer,1,FALSE,NA,335
diamond,16,describer,1,FALSE,NA,336
i know! we developed our own language :),3,matcher,3,FALSE,NA,5
diamond,16,describer,1,FALSE,NA,337
diamond,4,describer,1,FALSE,NA,338
diamond,4,describer,1,FALSE,NA,339
diamond,30,describer,1,FALSE,NA,340
no worries!,18,matcher,1,FALSE,NA,341
diamond at the bottom,32,describer,1,FALSE,NA,342
diamond at the far left,34,describer,1,FALSE,NA,343
diamond at top and bottom,32,describer,1,FALSE,NA,344
diamond at top not elongated like the other one,32,describer,1,FALSE,NA,345
"diamond at top, upside down triangle at left",32,describer,1,FALSE,NA,346
diamond dot,4,describer,1,FALSE,NA,347
diamond dot,3,describer,1,FALSE,NA,348
diamond far right hanging,33,describer,1,FALSE,NA,349
diamond on the bottom,22,describer,1,FALSE,NA,350
"diamond on the far right hanging, bottom resembles christmas tree",33,describer,1,FALSE,NA,351
diamond on the left,34,describer,1,FALSE,NA,352
diamond on the right,33,describer,1,FALSE,NA,353
"diamond on the very bottom, flat top",22,describer,1,FALSE,NA,354
diamond on top and the bottom kind of looks like a hat,22,describer,1,FALSE,NA,355
hi,6,matcher,1,FALSE,NA,356
diamond on top of a table on top of a tree again,30,describer,1,FALSE,NA,357
Whoo! Made a dollar!,18,matcher,1,FALSE,NA,358
diamond!,3,describer,1,FALSE,NA,359
diamonds on top and bottom,22,describer,1,FALSE,NA,360
taking time to load,8,matcher,1,FALSE,NA,361
diamonds on top and bottom,22,describer,1,FALSE,NA,362
?,17,matcher,2,FALSE,NA,226
diamone,3,describer,1,FALSE,NA,363
diamone,3,describer,1,FALSE,NA,364
diamone,3,describer,1,FALSE,NA,365
dimond,16,describer,1,FALSE,NA,366
clue,26,matcher,1,FALSE,NA,367
direction sign at the top hat,26,describer,2,FALSE,NA,139
i need a description please,14,matcher,1,FALSE,NA,368
i cant guess unless i get some sort of description anything,14,matcher,2,FALSE,NA,368
dog,8,describer,1,FALSE,NA,369
dog,8,describer,1,FALSE,NA,370
dog,8,describer,1,FALSE,NA,371
dog,8,describer,1,FALSE,NA,372
dog facing left,20,describer,1,FALSE,NA,373
dog facing left,20,describer,1,FALSE,NA,374
double hat on A,6,describer,1,FALSE,NA,375
lol yes,6,matcher,1,FALSE,NA,376
double hat on a boot,6,describer,1,FALSE,NA,377
double hat on a leg,6,describer,1,FALSE,NA,378
double hat on boot,6,describer,1,FALSE,NA,379
double hat on leg,18,describer,1,FALSE,NA,380
double hat on letter A,6,describer,1,FALSE,NA,381
double hat on W,6,describer,1,FALSE,NA,382
i promise i know which one it is i just cant click lol,28,matcher,3,FALSE,NA,52
double hat on W,6,describer,1,FALSE,NA,383
double hat on W,18,describer,1,FALSE,NA,384
double hat on W. Very spikey,18,describer,1,FALSE,NA,385
double mexican hat on leg,6,describer,2,FALSE,NA,63
e bottom left,19,describer,2,FALSE,NA,128
"ears on left,",18,describer,1,FALSE,NA,386
eleohant,4,describer,1,FALSE,NA,387
elephant,4,describer,1,FALSE,NA,388
elephant,4,describer,1,FALSE,NA,389
elephant,4,describer,1,FALSE,NA,390
elephant,4,describer,2,FALSE,NA,30
elephant,4,describer,1,FALSE,NA,391
elephant,4,describer,1,FALSE,NA,392
elephant,3,describer,1,FALSE,NA,393
elephant,4,describer,1,FALSE,NA,394
elephant,3,describer,1,FALSE,NA,395
elephant,3,describer,1,FALSE,NA,396
elephant,4,describer,1,FALSE,NA,397
elephant again lol,4,describer,1,FALSE,NA,398
elephany,4,describer,1,FALSE,NA,399
elongated diamond,32,describer,1,FALSE,NA,400
elongated diamond at top,32,describer,1,FALSE,NA,401
clue?>,2,matcher,2,FALSE,NA,120
elongated diamond at top,32,describer,1,FALSE,NA,402
elongated diamond at top,32,describer,1,FALSE,NA,403
elongated diamond at top,32,describer,1,FALSE,NA,404
elongated diamond on top,22,describer,1,FALSE,NA,405
elongated diamond on top,22,describer,1,FALSE,NA,406
elongated diamond on top,32,describer,1,FALSE,NA,407
elongated diamond on top and a arrow pointing downwards on the bottom,22,describer,1,FALSE,NA,408
"elongated diamond on top, normal on the bottom",22,describer,1,FALSE,NA,409
elongated diamond shape on the top and a shape point at the bottom,22,describer,1,FALSE,NA,410
elongated on top normal on the bottom,22,describer,1,FALSE,NA,411
clue,26,matcher,1,FALSE,NA,412
facing it,26,describer,1,FALSE,NA,413
falling over gingerbread man,10,describer,1,FALSE,NA,414
Fan,25,describer,1,FALSE,NA,415
hint,26,matcher,1,FALSE,NA,416
fan,24,describer,1,FALSE,NA,417
fan,24,describer,1,FALSE,NA,418
Fan,25,describer,1,FALSE,NA,419
Fan,25,describer,1,FALSE,NA,420
fan,24,describer,1,FALSE,NA,421
fan facing left,24,describer,1,FALSE,NA,422
cliue,26,matcher,1,FALSE,NA,423
Fan on left,25,describer,1,FALSE,NA,424
Fan on left,25,describer,1,FALSE,NA,425
Fan on left,25,describer,1,FALSE,NA,426
Fan on left,25,describer,1,FALSE,NA,427
?,13,matcher,1,FALSE,NA,428
Fan on left,25,describer,1,FALSE,NA,429
Fan on left,25,describer,1,FALSE,NA,430
fat centre,17,describer,1,FALSE,NA,431
fat man,6,describer,1,FALSE,NA,432
Fat man on A,18,describer,1,FALSE,NA,433
fat man on A,6,describer,2,FALSE,NA,341
it wont let me guess unless you describe,14,matcher,1,FALSE,NA,434
fat man on leg,18,describer,2,FALSE,NA,376
fat man on leg,18,describer,1,FALSE,NA,435
fat man on letter A,18,describer,1,FALSE,NA,436
fat man on letter w,6,describer,1,FALSE,NA,437
fat man on letter w,6,describer,1,FALSE,NA,438
fat man on W,18,describer,1,FALSE,NA,439
fat man square nipple,6,describer,1,FALSE,NA,440
fat man with mermaid leg,6,describer,1,FALSE,NA,441
fat man with mermaid tail,18,describer,1,FALSE,NA,442
fat man with square  nipple  from side view,6,describer,1,FALSE,NA,443
fat vase 3 horns,13,describer,1,FALSE,NA,444
fat vase with some tail at bottom left,17,describer,1,FALSE,NA,445
fat vase with some tail at bottom left,17,describer,1,FALSE,NA,446
fat vase with some tail at bottom left,13,describer,1,FALSE,NA,447
fire,2,describer,2,FALSE,NA,157
clue,26,matcher,1,FALSE,NA,448
fire on top,2,describer,2,FALSE,NA,264
fire on top,2,describer,2,FALSE,NA,367
fire on top,2,describer,2,FALSE,NA,416
fire on top,26,describer,1,FALSE,NA,449
fire on top,2,describer,1,FALSE,NA,450
fire on top,2,describer,1,FALSE,NA,451
fire on top with hexagon white in center,26,describer,1,FALSE,NA,452
fire sign,26,describer,2,FALSE,NA,36
description please,8,matcher,1,FALSE,NA,453
fire sign with hexagon shape in the middle,26,describer,2,FALSE,NA,32
what am I looking for,9,matcher,1,FALSE,NA,454
fire sign with hexagon shape in the middle,26,describer,1,FALSE,NA,455
fire sign with M IN THE middle,26,describer,2,FALSE,NA,170
fire sign with white half triangle seperating,26,describer,1,FALSE,NA,456
whAT DOES IT LOOK LIKE?,35,matcher,1,FALSE,NA,457
fire sign wth one straight tall tree,26,describer,1,FALSE,NA,458
2?,35,matcher,2,FALSE,NA,457
fish tails on both ends,23,describer,1,FALSE,NA,459
clue?,2,matcher,2,FALSE,NA,449
fish tails on the ends,23,describer,1,FALSE,NA,460
what should i look for,27,matcher,1,FALSE,NA,461
flat,35,describer,1,FALSE,NA,462
flat,5,describer,1,FALSE,NA,463
flat,35,describer,1,FALSE,NA,464
flat,35,describer,1,FALSE,NA,465
flat,5,describer,1,FALSE,NA,466
flat,35,describer,1,FALSE,NA,467
flat,35,describer,1,FALSE,NA,468
flat,5,describer,1,FALSE,NA,469
?,17,matcher,1,FALSE,NA,470
?,17,matcher,2,FALSE,NA,470
flat,35,describer,1,FALSE,NA,471
flat head,35,describer,1,FALSE,NA,472
flat head,35,describer,1,FALSE,NA,473
flat side,18,describer,4,FALSE,NA,240
flat side on left,18,describer,2,FALSE,NA,385
flat top,22,describer,1,FALSE,NA,474
flat top,32,describer,1,FALSE,NA,475
flat top,22,describer,1,FALSE,NA,476
hi,26,matcher,2,FALSE,NA,188
clue,26,matcher,3,FALSE,NA,188
flat top,22,describer,1,FALSE,NA,477
we got this now,21,matcher,2,FALSE,NA,267
flat top,22,describer,1,FALSE,NA,478
flat top,32,describer,1,FALSE,NA,479
flat top,29,describer,1,FALSE,NA,480
what am i looking foir,27,matcher,1,FALSE,NA,481
flat top,32,describer,1,FALSE,NA,482
flat top,22,describer,1,FALSE,NA,483
flat top,32,describer,1,FALSE,NA,484
flat top,22,describer,1,FALSE,NA,485
flat top,32,describer,1,FALSE,NA,486
"e, b, sideways bird, a sideways creature?",28,matcher,1,FALSE,NA,487
flat top again,22,describer,1,FALSE,NA,488
flat top on square then rectangle then 2 legs at bottom,21,describer,1,FALSE,NA,489
no worries,8,matcher,1,FALSE,NA,490
flat top one,22,describer,1,FALSE,NA,491
flat wide chimney on top of rectangle with triangle with one leg to the right,14,describer,1,FALSE,NA,492
clue,26,matcher,2,FALSE,NA,81
full solid black shape with 3 triangles on the top,20,describer,1,FALSE,NA,493
godzilla,7,describer,1,FALSE,NA,494
godzilla,23,describer,1,FALSE,NA,495
Godzilla,23,describer,1,FALSE,NA,496
sorry lets go,6,matcher,1,FALSE,NA,497
great,6,describer,1,TRUE,NA,498
great job!,3,describer,1,TRUE,NA,499
gremlin head,31,describer,1,FALSE,NA,500
gremlin head,10,describer,1,FALSE,NA,501
gremlin head on a corner,31,describer,1,FALSE,NA,502
gremlin head roof bottom,10,describer,1,FALSE,NA,503
gremlin head slanted bottom,10,describer,1,FALSE,NA,504
"gremlin head, body and triangle legs",10,describer,1,FALSE,NA,505
"gremlin head, fork for legs",31,describer,1,FALSE,NA,506
"gremlin head, kicking legs at the bottom",10,describer,1,FALSE,NA,507
"gremlin head, plug at the bottom",31,describer,1,FALSE,NA,508
"gremlin head, pointy legs",10,describer,1,FALSE,NA,509
"gremlin head, triangle bottom",10,describer,1,FALSE,NA,510
"gremlin head, twisted legs",10,describer,1,FALSE,NA,511
"gremlin head, two legs",31,describer,1,FALSE,NA,512
haf on kimono looking shape,2,describer,2,FALSE,NA,412
haha,4,describer,3,TRUE,NA,243
